01	c/stage/uf-01-boot-invariants-test-harness	5f5f60d642db551395037fe13aba0bb2405dcd4d	0e7bbcffeb42c259ac3f846d4c82c3d244373f44	reports/unfinished_feature_audit/staging/UF-01-boot-invariants-test-harness.md	crates/adapteros-server/tests/boot_invariants_tests.rs:33@c3fd527e8e8bad5eec62db1e549d1b080905bcab
02	c/stage/uf-02-event-bus-doc-example-todo	5f5f60d642db551395037fe13aba0bb2405dcd4d	e1c795df67184eec6a89f617789cd25bb01aab87	reports/unfinished_feature_audit/staging/UF-02-event-bus-doc-example-todo.md	crates/adapteros-server-api/src/event_bus.rs:21@b15371f220d9d5f974d3c163b450424b3e1a7112
03	c/stage/uf-03-server-api-quickstart-appstate-todo	5f5f60d642db551395037fe13aba0bb2405dcd4d	e1b328a4e6f37b4ccddee560b7959a6afd37046d	reports/unfinished_feature_audit/staging/UF-03-server-api-quickstart-appstate-todo.md	crates/adapteros-server-api/src/services/QUICKSTART.md:269@b15371f220d9d5f974d3c163b450424b3e1a7112
04	c/stage/uf-04-crypto-linux-keychain-delete-stub	5f5f60d642db551395037fe13aba0bb2405dcd4d	0ca6eaa93e776e6a6406b62908db68e914e3e276	reports/unfinished_feature_audit/staging/UF-04-crypto-linux-keychain-delete-stub.md	crates/adapteros-crypto/src/providers/keychain.rs:2302@b15371f220d9d5f974d3c163b450424b3e1a7112
05	c/stage/uf-05-crypto-gcp-kms-emulator-stub	5f5f60d642db551395037fe13aba0bb2405dcd4d	566bb9fce5197d3e0fbbb45eebe595d0f5313997	reports/unfinished_feature_audit/staging/UF-05-crypto-gcp-kms-emulator-stub.md	crates/adapteros-crypto/src/providers/gcp.rs:33@fe8005e2b732f0a7f662826840fe804e5050434c
06	c/stage/uf-06-crypto-kms-attestation-placeholder-signature	5f5f60d642db551395037fe13aba0bb2405dcd4d	6ad32f396036663a83dbd44f998caa91f9065ae9	reports/unfinished_feature_audit/staging/UF-06-crypto-kms-attestation-placeholder-signature.md	crates/adapteros-crypto/src/providers/kms.rs:1932@b15371f220d9d5f974d3c163b450424b3e1a7112
07	c/stage/uf-07-crypto-dev-signature-bypass-placeholder	5f5f60d642db551395037fe13aba0bb2405dcd4d	9e181c5ff07df32239418ab3a1e7f69c238d553b	reports/unfinished_feature_audit/staging/UF-07-crypto-dev-signature-bypass-placeholder.md	crates/adapteros-crypto/src/bundle_sign.rs:206@b15371f220d9d5f974d3c163b450424b3e1a7112
08	c/stage/uf-08-memory-pressure-current-k-placeholder	5f5f60d642db551395037fe13aba0bb2405dcd4d	475accf296f190aaef1731ba1a32d04e88b3ebcd	reports/unfinished_feature_audit/staging/UF-08-memory-pressure-current-k-placeholder.md	crates/adapteros-memory/src/pressure_manager.rs:137@b15371f220d9d5f974d3c163b450424b3e1a7112
09	c/stage/uf-09-memory-iokit-callback-placeholder	5f5f60d642db551395037fe13aba0bb2405dcd4d	86db0a78f407f4ec1c7e9242375f3a59d29f712a	reports/unfinished_feature_audit/staging/UF-09-memory-iokit-callback-placeholder.md	crates/adapteros-memory/src/page_migration_iokit_impl.mm:257@b15371f220d9d5f974d3c163b450424b3e1a7112
10	c/stage/uf-10-telemetry-disk-io-placeholder	5f5f60d642db551395037fe13aba0bb2405dcd4d	3020b290169a7da89f2fa453101886dae1c42a48	reports/unfinished_feature_audit/staging/UF-10-telemetry-disk-io-placeholder.md	crates/adapteros-telemetry/src/metrics/system.rs:96@f34791f712e5ef324af524aacf05e5a4f27aca71
11	c/stage/uf-11-policy-dependency-security-offline-stub	5f5f60d642db551395037fe13aba0bb2405dcd4d	c3901d8904bd3509094b965cbb29d41e1ce894c0	reports/unfinished_feature_audit/staging/UF-11-policy-dependency-security-offline-stub.md	crates/adapteros-policy/src/packs/dependency_security.rs:690@b15371f220d9d5f974d3c163b450424b3e1a7112
12	c/stage/uf-12-ui-docs-link-runtime-config-todo	5f5f60d642db551395037fe13aba0bb2405dcd4d	6b5fdb1c929081dc64c388a8fa4d143d5d9f3d03	reports/unfinished_feature_audit/staging/UF-12-ui-docs-link-runtime-config-todo.md	crates/adapteros-ui/src/constants.rs:48@6311742615d6aea2e8408c712409d5ecc3d67ede
13	c/stage/uf-13-ui-settings-toggles-unconsumed	5f5f60d642db551395037fe13aba0bb2405dcd4d	bcce785983fccd319589c1bfac12996e6a09ea13	reports/unfinished_feature_audit/staging/UF-13-ui-settings-toggles-unconsumed.md	crates/adapteros-ui/src/signals/settings.rs:110@265cf1017882c8b7578f5fc49696c336295b5877;;crates/adapteros-ui/src/signals/settings.rs:116@5a2b3fffb34e18a55da424f933b352b11c295a5b
14	c/stage/uf-14-scripts-non-sqlite-probe-not-implemented	5f5f60d642db551395037fe13aba0bb2405dcd4d	79ed31788159b3faabe2798ad66d971fd252032a	reports/unfinished_feature_audit/staging/UF-14-scripts-non-sqlite-probe-not-implemented.md	scripts/test/all.sh:100@b15371f220d9d5f974d3c163b450424b3e1a7112
15	c/stage/uf-15-scripts-worker-placeholder-bypass-path	5f5f60d642db551395037fe13aba0bb2405dcd4d	4b1c5abe880b050c358b12c11a9b659c7e17281b	reports/unfinished_feature_audit/staging/UF-15-scripts-worker-placeholder-bypass-path.md	scripts/test/test_worker_fix.sh:18@b15371f220d9d5f974d3c163b450424b3e1a7112
16	c/stage/uf-16-docs-federation-postgres-partial	5f5f60d642db551395037fe13aba0bb2405dcd4d	0fd4e8ab3de1bcdaee2693797d1deb524a55c376	reports/unfinished_feature_audit/staging/UF-16-docs-federation-postgres-partial.md	docs/TECHNICAL_SPECIFICATION.md:2266@31306828db997ce3d7ae40e9de1f8ef4d466cd3f
17	c/stage/uf-17-tests-policy-enforcement-ignored	5f5f60d642db551395037fe13aba0bb2405dcd4d	0285ee1812bfeffd93eeed2ca3bdc9895c55ccaf	reports/unfinished_feature_audit/staging/UF-17-tests-policy-enforcement-ignored.md	tests/policy_enforcement_integration.rs:1@2c706b04ec52604a17e15ca898415f7dbc565080
18	c/stage/uf-18-tests-gpu-backend-coverage-ignored	5f5f60d642db551395037fe13aba0bb2405dcd4d	f54edc079650df0d0876fb7ea1fc799dbf579b2e	reports/unfinished_feature_audit/staging/UF-18-tests-gpu-backend-coverage-ignored.md	crates/adapteros-lora-worker/tests/gpu_training_integration.rs:76@2c706b04ec52604a17e15ca898415f7dbc565080;;crates/adapteros-lora-worker/tests/gpu_training_integration.rs:155@2c706b04ec52604a17e15ca898415f7dbc565080
19	c/stage/uf-19-tests-mlx-memory-management-stubbed	5f5f60d642db551395037fe13aba0bb2405dcd4d	08c23e8afca2e90e7ece7b67211bcc4c5f60cc9e	reports/unfinished_feature_audit/staging/UF-19-tests-mlx-memory-management-stubbed.md	crates/adapteros-lora-mlx-ffi/tests/memory_management_integration.rs:1@2c706b04ec52604a17e15ca898415f7dbc565080
